capture_id,hand_index,handedness,gesture,landmark_idx,x_norm,y_norm,z_norm,x_pixel,y_pixel,depth_meters,x_meters,y_meters,z_meters
5,0,Right,OPEN HAND THUMB UP,4,0.48217839002609253,0.6540730595588684,-0.012214402668178082,308,313,3.207000255584717,-0.10111653804779053,0.6085901856422424,3.207000255584717
5,0,Right,OPEN HAND THUMB UP,5,0.4846881926059723,0.6907614469528198,-0.0028590678703039885,310,331,1.4880000352859497,-0.03921770304441452,0.3516664505004883,1.4880000352859497
5,0,Right,OPEN HAND THUMB UP,6,0.46457746624946594,0.6851056814193726,-0.006740794982761145,297,328,1.502000093460083,-0.09010010212659836,0.34331822395324707,1.502000093460083
5,0,Right,OPEN HAND THUMB UP,7,0.4531135559082031,0.684074878692627,-0.010931822471320629,289,328,1.5210000276565552,-0.12271823734045029,0.3476611077785492,1.5210000276565552
5,0,Right,OPEN HAND THUMB UP,8,0.4425043761730194,0.6841644644737244,-0.014336802065372467,283,328,0.0,-0.0,0.0,0.0
5,0,Right,OPEN HAND THUMB UP,9,0.4827066957950592,0.7078303098678589,-0.0024247977416962385,308,339,1.4880000352859497,-0.04691655933856964,0.38246190547943115,1.4880000352859497
5,0,Right,OPEN HAND THUMB UP,10,0.46156448125839233,0.7098920941352844,-0.005898576695472002,295,340,1.502000093460083,-0.09787138551473618,0.38994595408439636,1.502000093460083
5,0,Right,OPEN HAND THUMB UP,11,0.44956234097480774,0.7122179269790649,-0.010254082269966602,287,341,1.50600004196167,-0.12929998338222504,0.3948804438114166,1.50600004196167
5,0,Right,OPEN HAND THUMB UP,12,0.4393133521080017,0.7147026658058167,-0.01393629889935255,281,343,1.502000093460083,-0.15227045118808746,0.4016028940677643,1.502000093460083
5,0,Right,OPEN HAND THUMB UP,13,0.48559948801994324,0.7226491570472717,-0.003095662221312523,310,346,1.4840000867843628,-0.03911228105425835,0.4083073139190674,1.4840000867843628
5,0,Right,OPEN HAND THUMB UP,14,0.4668024480342865,0.7297928333282471,-0.00697558606043458,298,350,1.4880000352859497,-0.08541084825992584,0.42480558156967163,1.4880000352859497
5,0,Right,OPEN HAND THUMB UP,15,0.45572495460510254,0.7341436743736267,-0.010717079974710941,291,352,1.499000072479248,-0.11318745464086533,0.43570175766944885,1.499000072479248
5,0,Right,OPEN HAND THUMB UP,16,0.4467863142490387,0.7380812764167786,-0.013808284886181355,285,354,1.499000072479248,-0.136454775929451,0.4434575140476227,1.499000072479248
5,0,Right,OPEN HAND THUMB UP,17,0.4923371374607086,0.7347490787506104,-0.0046312869526445866,315,352,1.4840000867843628,-0.019916873425245285,0.43134185671806335,1.4840000867843628
5,0,Right,OPEN HAND THUMB UP,18,0.47976553440093994,0.742311954498291,-0.008454536087810993,307,356,1.4910000562667847,-0.05086833983659744,0.4488052427768707,1.4910000562667847
5,0,Right,OPEN HAND THUMB UP,19,0.470989853143692,0.7473865151405334,-0.010769356973469257,301,358,1.4880000352859497,-0.07386256754398346,0.4556010365486145,1.4880000352859497
5,0,Right,OPEN HAND THUMB UP,20,0.4631196856498718,0.7518997192382812,-0.012504253536462784,296,360,1.4910000562667847,-0.09329743683338165,0.46423396468162537,1.4910000562667847
